,location,total_sqft,bath,price,bhk
3758,Kudlu Gate,1335.0,3,89.0,3
3759,Kudlu Gate,703.0,1,52.0,1
3760,Kudlu Gate,1535.0,3,86.0,3
3761,Kudlu Gate,1532.0,3,83.0,3
3762,Kudlu Gate,1113.0,2,50.0,2
3763,Kudlu Gate,1185.0,2,50.0,2
3764,Kudlu Gate,1215.0,2,45.0,2
3765,Kudlu Gate,812.0,2,38.25,2
3766,Kudlu Gate,1547.0,2,103.0,2
3767,Kudlu Gate,1336.0,2,86.0,2
3768,Kudlu Gate,1919.0,3,121.0,3
3769,Kudlu Gate,1464.0,3,56.0,2
3770,Kudlu Gate,1535.0,3,85.0,3
3771,Kudlu Gate,1850.0,3,120.0,3
3772,Kudlu Gate,940.0,2,69.57,2
3773,Kudlu Gate,1215.0,2,44.96,2
3774,Kudlu Gate,1164.0,2,75.0,2
3775,Kudlu Gate,3850.0,6,205.0,4
3776,Kudlu Gate,1183.0,2,79.54,2
3777,Kudlu Gate,1850.0,3,110.0,3
3778,Kudlu Gate,1183.0,2,79.54,2
3779,Kudlu Gate,1200.0,2,44.4,2
3780,Kudlu Gate,1310.0,2,53.0,2
3781,Kumaraswami Layout,2000.0,4,139.0,4
3782,Kumaraswami Layout,1000.0,2,48.5,2
3783,Kumaraswami Layout,1000.0,2,58.0,2
3784,Kumaraswami Layout,2400.0,7,125.0,7
3785,Kumaraswami Layout,2400.0,2,125.0,3
3786,Kumaraswami Layout,1310.0,2,70.0,3
3787,Kumaraswami Layout,850.0,1,78.0,1
3788,Kumaraswami Layout,3200.0,7,150.0,7
3789,Kumaraswami Layout,1310.0,2,85.0,3
3790,Kumaraswami Layout,2450.0,3,110.0,4
3791,Kumaraswami Layout,3100.0,7,145.0,7
3792,Kumaraswami Layout,1200.0,3,75.0,3
3793,Kumaraswami Layout,1081.0,2,60.0,2
3794,Kundalahalli,1724.0,3,125.0,3
3795,Kundalahalli,1030.0,2,49.0,2
3796,Kundalahalli,735.0,2,57.99,2
3797,Kundalahalli,1047.0,2,82.0,2
3798,Kundalahalli,1397.0,3,105.0,3
3799,Kundalahalli,1724.0,3,127.0,3
3800,Kundalahalli,1010.0,2,49.27,2
3801,Kundalahalli,1397.0,3,110.0,3
3802,Kundalahalli,1397.0,3,104.0,3
3803,Kundalahalli,1397.0,3,108.0,3
3804,Kundalahalli,1920.0,3,150.0,3
3805,Kundalahalli,1397.0,3,105.0,3
3806,Kundalahalli,1724.0,3,124.0,3
3807,Kundalahalli,1047.0,2,84.0,2
3808,Kundalahalli,1047.0,2,83.0,2
3809,Kundalahalli,7000.0,4,550.0,4
3810,Kundalahalli,1120.0,2,53.76,2
3811,Kundalahalli,1047.0,2,82.62,2
3812,Kundalahalli,1047.0,2,91.0,2
3813,Kundalahalli,1724.0,3,146.0,3
3814,Kundalahalli,1600.0,3,170.0,3
3815,Kundalahalli,1724.0,3,125.0,3
3816,Kundalahalli,1010.0,2,48.27,2
3817,Kundalahalli,1047.0,2,89.0,2
3818,Kundalahalli,2500.0,5,245.0,4
3819,Kundalahalli,1397.0,3,105.0,3
3820,Kundalahalli,1047.0,2,72.0,2
3821,Kundalahalli,1260.0,2,58.0,2
3822,Kundalahalli,3092.0,4,230.0,4
3823,Kundalahalli,1065.0,2,70.0,2
3824,Kundalahalli,1724.0,3,146.0,3
3825,Kundalahalli,1047.0,2,91.0,2
3826,Kundalahalli,1724.0,3,128.0,3
3827,Kundalahalli,1315.0,2,74.0,2
3828,Kundalahalli,2100.0,3,150.0,3
3829,Kundalahalli,1724.0,3,125.0,3
3830,Kundalahalli,1724.0,3,140.0,3
3831,Kundalahalli,1175.0,2,65.0,2
3832,LB Shastri Nagar,1043.0,2,55.0,2
3833,LB Shastri Nagar,1184.0,2,69.0,2
3834,LB Shastri Nagar,665.0,1,32.0,1
3835,LB Shastri Nagar,1250.0,2,48.5,2
3836,LB Shastri Nagar,1400.0,2,80.0,3
3837,LB Shastri Nagar,1184.0,2,62.0,2
3838,LB Shastri Nagar,1200.0,2,47.0,2
3839,LB Shastri Nagar,1200.0,2,75.0,2
3840,LB Shastri Nagar,1000.0,2,49.5,2
3841,Laggere,2800.0,5,125.0,5
3842,Laggere,1200.0,3,130.0,3
3843,Laggere,1200.0,1,125.0,1
3844,Laggere,1200.0,2,75.0,2
3845,Laggere,620.0,2,48.0,1
3846,Lakshminarayana Pura,1185.0,2,75.0,2
3847,Lakshminarayana Pura,1600.0,2,108.0,3
3848,Lakshminarayana Pura,1180.0,2,75.0,2
3849,Lakshminarayana Pura,1172.0,2,82.0,2
3850,Lakshminarayana Pura,1179.0,2,75.0,2
3851,Lakshminarayana Pura,1149.0,2,75.0,2
3852,Lakshminarayana Pura,1336.0,2,100.0,2
3853,Lakshminarayana Pura,1175.0,2,75.0,2
3854,Lakshminarayana Pura,1190.0,2,75.0,2
3855,Lakshminarayana Pura,1200.0,2,75.0,2
3856,Lakshminarayana Pura,1200.0,2,75.0,2
3857,Lakshminarayana Pura,1165.0,2,75.0,2
3858,Lakshminarayana Pura,1145.0,2,75.0,2
3859,Lakshminarayana Pura,1500.0,3,104.0,3
3860,Lakshminarayana Pura,1210.0,2,75.0,2
3861,Lakshminarayana Pura,1169.0,2,75.0,2
3862,Lakshminarayana Pura,1200.0,2,75.0,2
3863,Lakshminarayana Pura,1172.0,2,75.0,2
3864,Lakshminarayana Pura,1172.0,2,75.0,2
3865,Lakshminarayana Pura,1180.0,2,75.0,2
3866,Lakshminarayana Pura,1200.0,2,83.0,2
3867,Lakshminarayana Pura,1200.0,2,80.0,2
3868,Lakshminarayana Pura,1195.0,2,75.0,2
3869,Lakshminarayana Pura,1200.0,2,80.0,2
3870,Lingadheeranahalli,1521.0,3,95.0,3
3871,Lingadheeranahalli,1511.0,3,95.0,3
3872,Lingadheeranahalli,1683.0,3,109.0,3
3873,Lingadheeranahalli,1519.0,3,93.0,3
3874,Lingadheeranahalli,1521.0,3,94.99,3
3875,Lingadheeranahalli,1682.0,3,120.0,3
3876,Lingadheeranahalli,1521.0,3,94.71,3
3877,Lingadheeranahalli,1893.0,3,130.0,3
3878,Lingadheeranahalli,1705.0,3,110.0,3
3879,Lingadheeranahalli,2245.0,4,154.0,4
3880,Lingadheeranahalli,1682.0,3,113.0,3
3881,Lingadheeranahalli,1682.0,3,114.0,3
3882,Lingadheeranahalli,1506.0,3,95.0,3
3883,Lingadheeranahalli,1683.0,3,110.0,3
3884,Lingadheeranahalli,1684.0,3,120.0,3
3885,Lingadheeranahalli,2236.0,4,153.0,4
3886,Lingadheeranahalli,1894.0,4,114.0,3
3887,Lingadheeranahalli,2240.0,4,160.0,4
3888,Magadi Road,3600.0,6,141.0,6
3889,Magadi Road,1116.0,2,50.0,2
3890,Magadi Road,884.0,2,41.1,2
3891,Magadi Road,1005.0,2,55.78,2
3892,Magadi Road,1500.0,2,93.0,4
3893,Magadi Road,1345.0,2,55.0,2
3894,Magadi Road,5000.0,6,360.0,5
3895,Magadi Road,1116.0,2,51.89,2
3896,Magadi Road,1052.0,2,60.0,3
3897,Magadi Road,940.0,2,50.0,2
3898,Magadi Road,1318.0,2,68.0,3
3899,Magadi Road,884.0,2,48.0,2
3900,Mahadevpura,1150.0,2,52.0,2
3901,Mahadevpura,1250.0,2,52.0,2
3902,Mahadevpura,1260.0,2,57.6,2
3903,Mahadevpura,730.0,1,35.0,1
3904,Mahadevpura,1434.0,2,67.39,3
3905,Mahadevpura,1146.0,2,53.8,2
3906,Mahadevpura,1532.0,2,62.0,2
3907,Mahadevpura,1620.0,2,76.0,3
3908,Mahadevpura,1136.0,2,64.5,2
3909,Mahadevpura,1400.0,2,65.8,3
3910,Mahadevpura,1137.0,2,53.4,2
3911,Mahadevpura,1601.0,3,95.0,3
3912,Mahadevpura,1450.0,3,75.0,3
3913,Mahadevpura,1152.0,2,54.0,2
3914,Mahadevpura,1212.0,2,56.9,2
3915,Mahadevpura,1505.0,3,78.0,3
3916,Mahadevpura,1500.0,2,70.0,3
3917,Mahadevpura,1236.0,2,58.0,2
3918,Mahadevpura,1236.0,2,58.0,2
3919,Mahadevpura,1120.0,2,53.0,2
3920,Mahalakshmi Layout,1575.0,5,158.0,4
3921,Mahalakshmi Layout,1105.0,2,80.0,2
3922,Mahalakshmi Layout,1200.0,3,160.0,4
3923,Mahalakshmi Layout,1200.0,2,110.0,3
3924,Mahalakshmi Layout,1876.0,3,150.0,3
3925,Mallasandra,1665.0,3,95.0,3
3926,Mallasandra,1665.0,3,86.58,3
3927,Mallasandra,1340.0,2,61.0,2
3928,Mallasandra,1325.0,2,70.0,2
3929,Mallasandra,1665.0,3,86.91,3
3930,Mallasandra,1325.0,2,70.0,2
3931,Mallasandra,905.0,2,40.0,2
3932,Mallasandra,1325.0,2,65.0,2
3933,Mallasandra,1325.0,2,73.0,2
3934,Mallasandra,1565.0,2,69.0,2
3935,Mallasandra,905.0,2,35.0,2
3936,Mallasandra,1100.0,2,76.3,3
3937,Malleshpalya,1140.0,2,46.5,2
3938,Malleshpalya,1225.0,2,46.86,2
3939,Malleshpalya,1052.0,2,50.0,2
3940,Malleshpalya,1405.0,2,77.0,3
3941,Malleshpalya,1065.0,2,50.0,2
3942,Malleshpalya,1210.0,2,55.0,2
3943,Malleshpalya,1060.0,2,40.0,2
3944,Malleshpalya,1430.0,2,69.5,3
3945,Malleshpalya,1421.0,2,90.0,2
3946,Malleshpalya,1245.0,2,55.0,2
3947,Malleshpalya,1200.0,2,46.0,2
3948,Malleshpalya,1225.0,2,52.0,2
3949,Malleshwaram,705.0,1,67.0,1
3950,Malleshwaram,12000.0,7,2200.0,7
3951,Malleshwaram,2500.0,5,325.0,4
3952,Malleshwaram,2006.0,3,297.0,3
3953,Malleshwaram,686.0,1,62.5,1
3954,Malleshwaram,2475.0,4,332.0,3
3955,Malleshwaram,2610.0,3,399.0,3
3956,Malleshwaram,2475.0,4,320.0,3
3957,Malleshwaram,900.0,2,95.0,2
3958,Malleshwaram,1420.0,2,158.0,2
3959,Malleshwaram,2000.0,3,250.0,3
3960,Malleshwaram,2215.0,3,275.0,3
3961,Malleshwaram,2475.0,4,300.0,3
3962,Malleshwaram,2215.0,4,310.0,3
3963,Malleshwaram,480.0,1,60.0,1
3964,Malleshwaram,1290.0,2,120.0,2
3965,Malleshwaram,2475.0,4,326.0,3
3966,Malleshwaram,2476.0,3,337.0,3
3967,Malleshwaram,900.0,2,90.0,2
3968,Malleshwaram,2050.0,4,270.0,3
3969,Malleshwaram,900.0,2,72.0,2
3970,Malleshwaram,620.0,1,86.8,1
3971,Malleshwaram,600.0,1,68.0,2
3972,Malleshwaram,2475.0,4,337.0,3
3973,Malleshwaram,2215.0,3,275.0,3
3974,Malleshwaram,2215.0,3,330.0,3
3975,Malleshwaram,1020.0,2,80.0,2
3976,Malleshwaram,600.0,1,90.0,2
3977,Malleshwaram,2200.0,3,275.0,3
3978,Malleshwaram,2475.0,4,326.0,3
3979,Malleshwaram,1500.0,2,140.0,2
3980,Malleshwaram,2475.0,4,340.0,3
3981,Malleshwaram,1400.0,2,190.0,2
3982,Malleshwaram,2475.0,4,300.0,3
3983,Malleshwaram,2400.0,3,380.0,3
3984,Malleshwaram,580.0,1,45.0,1
3985,Malleshwaram,1410.0,2,125.0,2
3986,Marathahalli,1220.0,2,57.0,2
3987,Marathahalli,1200.0,2,52.0,2
3988,Marathahalli,1200.0,2,60.0,2
3989,Marathahalli,1933.0,3,140.0,3
3990,Marathahalli,950.0,2,46.96,2
3991,Marathahalli,1230.0,2,80.0,2
3992,Marathahalli,3800.0,4,250.0,4
3993,Marathahalli,1019.0,2,49.85,2
3994,Marathahalli,1215.0,2,67.0,2
3995,Marathahalli,2181.0,3,152.0,4
3996,Marathahalli,1170.0,2,53.0,2
3997,Marathahalli,1019.0,2,49.86,2
3998,Marathahalli,1325.0,2,71.55,2
3999,Marathahalli,1220.0,2,56.5,2
4000,Marathahalli,1152.0,2,56.0,2
4001,Marathahalli,1610.0,3,90.0,3
4002,Marathahalli,1146.0,2,70.0,2
4003,Marathahalli,1469.0,3,89.0,3
4004,Marathahalli,2519.0,5,185.0,4
4005,Marathahalli,957.0,2,46.9,2
4006,Marathahalli,1583.0,3,105.0,3
4007,Marathahalli,2524.0,5,190.0,4
4008,Marathahalli,1071.0,2,52.25,2
4009,Marathahalli,1215.0,2,58.86,2
4010,Marathahalli,1102.0,2,53.67,2
4011,Marathahalli,1900.0,3,123.0,3
4012,Marathahalli,1045.0,2,60.0,2
4013,Marathahalli,1215.0,2,58.86,2
4014,Marathahalli,1365.0,2,73.0,2
4015,Marathahalli,1208.0,2,70.0,2
4016,Marathahalli,1325.0,1,92.0,2
4017,Marathahalli,1525.0,3,90.0,3
4018,Marathahalli,1937.0,3,140.0,3
4019,Marathahalli,1550.0,3,83.0,3
4020,Marathahalli,1350.0,2,86.0,2
4021,Marathahalli,957.0,2,47.0,2
4022,Marathahalli,1230.0,2,57.0,2
4023,Marathahalli,1200.0,2,58.0,2
4024,Marathahalli,607.0,1,35.0,1
4025,Marathahalli,1583.0,3,109.0,3
4026,Marathahalli,1075.0,2,52.43,2
4027,Marathahalli,1360.0,2,103.0,2
4028,Marathahalli,1220.0,2,58.5,2
4029,Marathahalli,950.0,2,45.68,2
4030,Marathahalli,615.0,1,44.0,1
4031,Marathahalli,1595.0,3,90.0,3
4032,Marathahalli,1350.0,2,89.0,2
4033,Marathahalli,1020.0,2,57.0,2
4034,Marathahalli,1600.0,3,88.0,2
4035,Marathahalli,780.0,1,55.0,1
4036,Marathahalli,1710.0,3,100.0,3
4037,Marathahalli,1358.0,2,81.0,2
4038,Marathahalli,1205.0,2,75.0,2
4039,Marathahalli,1730.0,3,110.0,3
4040,Marathahalli,1583.0,3,115.0,3
4041,Marathahalli,1200.0,2,67.0,2
4042,Marathahalli,1095.0,2,60.0,2
4043,Marathahalli,1060.0,2,48.0,2
4044,Marathahalli,1050.0,2,65.0,2
4045,Marathahalli,1102.0,2,53.67,2
4046,Marathahalli,1026.0,2,49.95,2
4047,Marathahalli,1220.0,2,59.0,2
4048,Marathahalli,881.0,2,48.06,2
4049,Marathahalli,1710.0,3,100.0,3
4050,Marathahalli,1680.0,3,105.0,3
4051,Marathahalli,1910.0,3,119.0,3
4052,Marathahalli,1602.0,2,104.0,2
4053,Marathahalli,700.0,1,38.0,1
4054,Marathahalli,1469.0,3,89.0,3
4055,Marathahalli,1690.0,3,116.0,3
4056,Marathahalli,1065.0,2,55.0,2
4057,Marathahalli,1693.0,3,125.0,3
4058,Marathahalli,1693.0,3,125.0,3
4059,Marathahalli,1196.0,2,57.9,2
4060,Marathahalli,1595.0,3,88.0,3
4061,Marathahalli,2122.0,3,125.0,3
4062,Marathahalli,1730.0,3,115.0,3
4063,Marathahalli,1125.0,2,55.0,2
4064,Marathahalli,1950.0,3,115.0,3
4065,Marathahalli,1250.0,2,68.0,2
4066,Marathahalli,1125.0,2,56.8,2
4067,Marathahalli,1350.0,2,90.0,2
4068,Marathahalli,1200.0,2,53.0,2
4069,Marathahalli,2500.0,5,175.0,4
4070,Marathahalli,957.0,2,47.0,2
4071,Marathahalli,1350.0,2,60.0,2
4072,Marathahalli,3400.0,4,235.0,4
4073,Marathahalli,1350.0,2,99.0,2
4074,Marathahalli,1285.0,2,55.0,2
4075,Marathahalli,2500.0,5,181.0,4
4076,Marathahalli,3800.0,4,235.0,4
4077,Marathahalli,3951.0,4,230.0,4
4078,Marathahalli,1125.0,2,54.8,2
4079,Marathahalli,1700.0,3,126.0,3
4080,Marathahalli,1270.0,2,73.0,2
4081,Marathahalli,950.0,2,46.7,2
4082,Marathahalli,1550.0,3,85.0,3
4083,Marathahalli,1019.0,2,49.86,2
4084,Marathahalli,1144.0,2,65.0,2
4085,Marathahalli,1240.0,2,55.0,2
4086,Marathahalli,1100.0,2,75.0,1
4087,Marathahalli,1156.0,2,52.0,2
4088,Marathahalli,2524.0,5,180.0,4
4089,Marathahalli,1135.0,2,60.0,2
4090,Marathahalli,1839.0,3,130.0,3
4091,Marathahalli,1170.0,2,85.0,2
4092,Marathahalli,1102.0,2,53.67,2
4093,Marathahalli,1108.0,2,60.0,3
4094,Marathahalli,1449.0,3,110.0,3
4095,Marathahalli,1360.0,2,101.0,2
4096,Marathahalli,1026.0,2,50.18,2
4097,Marathahalli,1270.0,2,80.0,2
4098,Marathahalli,1100.0,2,50.0,2
4099,Marathahalli,1196.0,2,57.95,2
4100,Marathahalli,1485.0,2,90.0,3
4101,Marathahalli,1146.0,2,69.0,2
4102,Margondanahalli,1090.0,2,58.0,2
4103,Margondanahalli,1200.0,2,58.5,2
4104,Margondanahalli,1200.0,2,67.0,2
4105,Margondanahalli,1000.0,2,57.0,2
4106,Margondanahalli,600.0,2,35.0,2
4107,Margondanahalli,1200.0,2,69.0,2
4108,Margondanahalli,900.0,2,49.0,2
4109,Margondanahalli,1140.0,2,60.0,2
4110,Margondanahalli,1100.0,2,55.0,2
4111,Margondanahalli,1152.0,1,66.0,2
4112,Margondanahalli,1200.0,2,65.0,2
4113,Margondanahalli,1050.0,2,58.0,2
4114,Margondanahalli,1160.0,2,65.0,2
4115,Margondanahalli,1334.0,2,67.76,2
4116,Marsur,1800.0,4,145.0,4
4117,Marsur,1200.0,3,90.0,3
4118,Marsur,1200.0,3,120.0,3
4119,Mico Layout,5000.0,9,210.0,9
4120,Mico Layout,1550.0,2,65.0,3
4121,Mico Layout,1125.0,2,40.0,2
4122,Mico Layout,1190.0,2,39.25,2
4123,Mico Layout,800.0,1,29.5,1
4124,Mico Layout,1250.0,2,44.0,3
4125,Mico Layout,1171.0,2,39.0,2
4126,Mico Layout,1200.0,2,53.5,2
4127,Mico Layout,1670.0,3,59.0,3
4128,Mico Layout,1140.0,2,43.0,2
4129,Munnekollal,1170.0,2,52.0,2
4130,Munnekollal,1102.0,2,53.67,2
4131,Munnekollal,1390.0,3,68.0,3
4132,Munnekollal,1200.0,2,49.5,2
4133,Munnekollal,950.0,2,46.5,2
4134,Munnekollal,1560.0,3,75.0,3
4135,Munnekollal,1750.0,3,86.5,3
4136,Munnekollal,1385.0,2,66.5,3
4137,Munnekollal,1080.0,2,45.0,2
4138,Munnekollal,1170.0,2,59.0,2
4139,Munnekollal,1200.0,2,57.9,3
4140,Munnekollal,1030.0,2,50.36,2
4141,Murugeshpalya,1296.0,2,81.0,2
4142,Murugeshpalya,1550.0,3,74.0,3
4143,Murugeshpalya,1845.0,3,91.0,3
4144,Murugeshpalya,1185.0,2,85.0,2
4145,Murugeshpalya,1225.0,2,48.0,2
4146,Murugeshpalya,1930.0,3,75.0,3
4147,Murugeshpalya,1600.0,2,65.0,3
4148,Murugeshpalya,1344.0,2,56.0,3
4149,Murugeshpalya,1500.0,2,70.0,3
4150,Murugeshpalya,1855.0,3,96.0,3
4151,Murugeshpalya,1175.0,2,75.0,2
4152,Mysore Road,1175.0,2,73.5,2
4153,Mysore Road,1710.0,4,91.31,3
4154,Mysore Road,1020.0,2,48.95,2
4155,Mysore Road,1175.0,2,73.5,2
4156,Mysore Road,1070.0,2,45.0,2
4157,Mysore Road,1239.0,2,53.0,2
4158,Mysore Road,1060.0,2,62.0,2
4159,Mysore Road,980.0,2,45.47,2
4160,Mysore Road,883.0,2,40.0,2
4161,Mysore Road,1525.0,3,96.0,3
4162,Mysore Road,1200.0,2,65.0,2
4163,Mysore Road,883.0,2,40.95,2
4164,Mysore Road,1070.0,2,49.65,2
4165,Mysore Road,883.0,2,50.0,2
4166,Mysore Road,1155.0,2,51.0,2
4167,Mysore Road,1003.0,2,43.0,2
4168,Mysore Road,1237.0,2,73.0,2
4169,Mysore Road,883.0,2,45.0,2
4170,Mysore Road,1170.0,2,65.0,2
4171,Mysore Road,940.0,2,43.61,2
4172,Mysore Road,1020.0,2,48.95,2
4173,Mysore Road,1568.0,2,100.0,3
4174,Mysore Road,1175.0,2,70.5,2
4175,Mysore Road,1080.0,2,60.0,3
4176,Mysore Road,883.0,2,37.0,2
4177,NGR Layout,1020.0,2,45.9,2
4178,NGR Layout,1105.0,2,49.73,2
4179,NGR Layout,1022.0,2,45.9,2
4180,NGR Layout,1020.0,2,45.0,2
4181,NGR Layout,1019.0,2,45.9,2
4182,NGR Layout,1020.0,2,46.0,2
4183,NGR Layout,1021.0,2,46.0,2
4184,NGR Layout,1021.0,2,45.9,2
4185,NRI Layout,1565.0,2,75.0,3
4186,NRI Layout,2500.0,5,130.0,5
4187,NRI Layout,1125.0,2,45.56,2
4188,NRI Layout,2150.0,4,115.0,4
4189,NRI Layout,1250.0,2,75.0,2
4190,NRI Layout,1789.0,3,75.0,3
4191,NRI Layout,1731.0,3,64.11,3
4192,NRI Layout,2400.0,2,125.0,2
4193,Nagarbhavi,1350.0,3,150.0,3
4194,Nagarbhavi,1200.0,2,150.0,2
4195,Nagarbhavi,2400.0,3,160.0,3
4196,Nagarbhavi,884.0,2,36.0,1
4197,Nagarbhavi,1055.0,2,55.0,2
4198,Nagarbhavi,1223.0,2,60.0,2
4199,Nagarbhavi,956.0,2,49.0,2
4200,Nagarbhavi,1200.0,2,150.0,2
4201,Nagarbhavi,1145.0,2,40.0,2
4202,Nagarbhavi,300.0,1,20.0,1
4203,Nagarbhavi,1250.0,3,175.0,4
4204,Nagarbhavi,710.0,2,40.0,1
4205,Nagarbhavi,1212.0,2,50.0,2
4206,Nagarbhavi,1020.0,2,55.0,2
4207,Nagarbhavi,1120.0,2,53.0,2
4208,Nagarbhavi,1146.0,2,50.0,2
4209,Nagarbhavi,1190.0,2,63.0,2
4210,Nagarbhavi,1050.0,2,80.0,2
4211,Nagarbhavi,2500.0,3,180.0,5
4212,Nagarbhavi,1250.0,3,170.0,2
4213,Nagarbhavi,1400.0,2,135.0,3
4214,Nagarbhavi,1100.0,2,46.2,2
4215,Nagarbhavi,1080.0,2,49.0,2
4216,Nagarbhavi,1800.0,3,180.0,4
4217,Nagarbhavi,1225.0,2,58.0,2
4218,Nagasandra,980.0,2,48.0,2
4219,Nagasandra,2400.0,4,145.0,4
4220,Nagasandra,7000.0,8,450.0,4
4221,Nagasandra,1650.0,3,95.0,3
4222,Nagasandra,1500.0,2,91.0,2
4223,Nagavara,400.0,1,14.0,1
4224,Nagavara,2172.65,3,120.0,4
4225,Nagavara,2319.0,3,180.0,3
4226,Nagavara,2430.0,4,180.0,3
4227,Nagavara,936.0,2,40.2,2
4228,Nagavara,1125.0,2,44.5,2
4229,Nagavara,1315.0,2,70.0,2
4230,Nagavara,1077.0,2,50.0,2
4231,Nagavara,2496.0,4,125.0,4
4232,Nagavara,1110.0,2,44.95,2
4233,Nagavara,1247.0,2,58.56,2
4234,Nagavarapalya,1392.0,2,99.0,2
4235,Nagavarapalya,705.0,1,52.5,1
4236,Nagavarapalya,1300.0,3,80.0,3
4237,Nagavarapalya,705.0,1,57.0,1
4238,Nagavarapalya,705.0,1,55.0,1
4239,Nagavarapalya,705.0,1,57.0,1
4240,Nagavarapalya,1335.0,2,110.0,2
4241,Nagavarapalya,1260.0,2,85.5,2
4242,Narayanapura,1308.0,2,89.04,2
4243,Narayanapura,1566.0,3,83.3,3
4244,Narayanapura,1485.0,3,85.0,3
4245,Narayanapura,1302.0,2,69.1,2
4246,Narayanapura,1308.0,2,89.04,2
4247,Narayanapura,2357.0,3,135.0,3
4248,Narayanapura,2357.0,3,135.0,3
4249,Narayanapura,1469.0,2,99.14,2
4250,Neeladri Nagar,1053.0,2,45.0,2
4251,Neeladri Nagar,1363.0,2,68.0,2
4252,Neeladri Nagar,2556.0,3,133.0,3
4253,Neeladri Nagar,674.0,1,21.0,1
4254,Neeladri Nagar,527.0,1,26.0,1
4255,Neeladri Nagar,1167.0,2,38.0,3
4256,Neeladri Nagar,1060.0,2,35.0,2
4257,Neeladri Nagar,640.0,1,20.5,1
4258,Neeladri Nagar,4000.0,12,160.0,10
4259,Neeladri Nagar,1105.0,2,30.0,2
4260,Neeladri Nagar,1100.0,2,30.0,2
4261,Neeladri Nagar,2111.0,3,103.0,3
4262,Nehru Nagar,1775.0,3,110.0,3
4263,Nehru Nagar,2363.0,5,120.0,4
4264,Nehru Nagar,2342.0,3,115.0,4
4265,Nehru Nagar,967.0,2,41.1,2
4266,Nehru Nagar,1374.0,3,72.0,3
4267,Nehru Nagar,1674.0,3,90.0,3
4268,Nehru Nagar,1269.0,2,63.0,3
4269,Nehru Nagar,1100.0,2,50.0,2
4270,Nehru Nagar,1674.0,3,81.0,3
4271,OMBR Layout,2420.0,3,185.0,3
4272,OMBR Layout,1078.0,2,65.0,2
4273,OMBR Layout,1101.0,2,65.5,2
4274,OMBR Layout,1041.0,2,65.5,2
4275,OMBR Layout,1300.0,2,80.0,2
4276,OMBR Layout,1085.0,2,64.0,2
4277,OMBR Layout,1855.0,3,145.0,3
4278,OMBR Layout,1050.0,2,48.0,2
4279,OMBR Layout,1165.0,2,88.5,2
4280,OMBR Layout,1101.0,2,66.0,2
4281,OMBR Layout,3400.0,4,275.0,4
4282,Old Airport Road,2732.0,4,204.0,4
4283,Old Airport Road,3356.0,4,251.0,4
4284,Old Airport Road,1206.0,2,75.0,2
4285,Old Airport Road,2774.0,4,207.0,4
4286,Old Airport Road,2690.0,4,191.0,4
4287,Old Airport Road,2690.0,4,199.0,4
4288,Old Airport Road,1655.0,2,97.65,2
4289,Old Airport Road,1075.0,2,60.0,2
4290,Old Airport Road,1858.0,2,167.0,3
4291,Old Airport Road,1150.0,2,90.0,2
4292,Old Airport Road,2690.0,4,191.0,4
4293,Old Airport Road,2658.0,5,187.0,4
4294,Old Airport Road,946.0,2,58.0,2
4295,Old Airport Road,2774.0,4,208.0,4
4296,Old Airport Road,2774.0,4,208.0,4
4297,Old Airport Road,3200.0,4,280.0,4
4298,Old Airport Road,2690.0,4,201.0,4
4299,Old Airport Road,1145.0,2,75.0,2
4300,Old Airport Road,2732.0,4,194.0,4
4301,Old Airport Road,2658.0,5,189.0,4
4302,Old Airport Road,2774.0,4,197.0,4
4303,Old Airport Road,3496.0,4,262.0,4
4304,Old Airport Road,2774.0,4,197.0,4
4305,Old Airport Road,2732.0,4,204.0,4
4306,Old Airport Road,1798.0,3,150.0,3
4307,Old Airport Road,2774.0,4,208.0,4
4308,Old Airport Road,1184.0,2,78.0,2
4309,Old Airport Road,3504.0,4,262.0,4
4310,Old Airport Road,1055.0,2,75.0,2
4311,Old Madras Road,1425.0,2,94.0,3
4312,Old Madras Road,935.0,2,45.0,2
4313,Old Madras Road,1720.0,3,100.0,3
4314,Old Madras Road,1200.0,2,72.0,2
4315,Old Madras Road,1225.0,2,53.55,2
4316,Old Madras Road,1100.0,2,70.0,2
4317,Old Madras Road,2760.0,5,157.0,3
4318,Old Madras Road,1171.0,2,75.0,2
4319,Old Madras Road,935.0,2,45.0,2
4320,Old Madras Road,4500.0,7,294.0,5
4321,Old Madras Road,1065.0,2,47.86,2
4322,Old Madras Road,2010.0,3,125.0,4
4323,Old Madras Road,1480.0,2,84.0,3
4324,Old Madras Road,2990.0,5,210.0,3
4325,Old Madras Road,1210.0,2,74.0,2
4326,Old Madras Road,1171.0,2,72.0,2
4327,Old Madras Road,1480.0,3,95.0,3
4328,Old Madras Road,1210.0,2,80.0,2
4329,Old Madras Road,1859.0,3,121.0,3
4330,Old Madras Road,2990.0,5,173.0,3
4331,Old Madras Road,2300.0,3,142.0,3
4332,Old Madras Road,1210.0,2,80.0,2
4333,Old Madras Road,1210.0,2,77.0,2
4334,Old Madras Road,1330.0,2,74.0,2
4335,Old Madras Road,1720.0,3,106.0,3
4336,Old Madras Road,2640.0,5,150.0,3
4337,Old Madras Road,2990.0,3,170.0,3
4338,Old Madras Road,1171.0,2,73.0,2
4339,Old Madras Road,1630.0,3,110.0,3
